0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,232,233,228,228,232,232,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,233,228,228,238,238,228,228,234,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,228,228,215,215,215,215,228,228,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,228,215,215,217,219,215,215,228,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,215,217,228,228,219,215,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,251,252,252,253,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,215,215,237,228,228,239,215,215,243,0,0,0,0,0,0,0,0,0,0,0,251,252,261,250,250,260,252,253,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,215,215,215,227,229,215,215,215,245,0,0,0,0,0,0,0,0,0,0,0,257,250,250,250,250,250,250,258,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,215,215,215,227,229,215,215,215,245,0,0,0,0,0,0,0,0,0,0,0,257,250,250,250,250,250,250,258,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,215,215,215,227,229,215,215,215,245,0,0,0,0,0,0,0,0,0,0,0,254,255,255,250,250,255,255,256,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,232,232,242,227,229,243,232,232,244,0,0,0,0,0,0,0,0,0,0,0,264,265,265,254,256,265,265,266,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,206,196,189,212,212,189,196,207,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,196,196,211,212,212,213,196,207,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,208,196,211,212,212,213,196,206,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,206,196,211,212,212,213,196,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,187,211,212,212,213,187,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188,188,211,212,212,213,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188,188,211,212,212,213,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188,188,211,212,212,213,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188,188,211,212,212,213,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188,188,189,212,212,189,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,113,116,123,115,103,105,123,115,115,105,0,0,0,189,212,212,189,0,0,0,133,134,134,134,134,135,135,135,135,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,118,114,123,119,126,113,123,116,117,104,0,0,0,211,212,212,213,0,0,0,133,129,129,129,146,147,129,129,129,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,125,125,125,114,114,117,125,114,113,115,0,11,10,189,212,212,189,10,16,0,133,129,143,144,144,144,144,145,129,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,85,97,94,94,94,94,94,94,119,83,0,12,2,2,2,2,2,2,15,0,133,129,152,112,112,112,112,153,129,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,95,97,94,94,94,94,94,94,124,93,0,12,2,2,2,2,2,2,15,0,133,129,152,112,112,112,112,153,129,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,95,97,94,94,94,94,94,94,124,93,0,12,2,2,2,2,2,2,15,0,133,129,152,112,112,112,112,153,129,136,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,95,106,94,94,94,94,94,94,124,93,0,12,2,2,2,2,2,2,15,0,133,129,152,112,112,112,112,153,129,136,0,0,0,0,0,0,0,0,0,0
